variable_estudio,categoria,total_entradas,total_abandonos,porcentaje_abandono
residencia_grupo,e3-p02-h04-gr06489,1,1,100.0000
residencia_grupo,e3-p02-h04-gr07813,1,0,0.0000
residencia_grupo,e3-p02-h04-gr08025,1,0,0.0000
residencia_grupo,e3-p02-h04-gr08170,1,0,0.0000
residencia_grupo,e3-p02-h04-gr08829,1,0,0.0000
residencia_grupo,e3-p02-h04-gr08947,1,1,100.0000
residencia_grupo,e3-p02-h04-gr09745,1,1,100.0000
residencia_grupo,e3-p02-h04-gr10448,1,0,0.0000
residencia_grupo,e3-p02-h04-gr10843,1,1,100.0000
residencia_grupo,e3-p02-h04-gr11016,1,0,0.0000
residencia_grupo,e3-p02-h04-gr11136,1,1,100.0000
residencia_grupo,e3-p02-h04-gr12082,1,0,0.0000
residencia_grupo,e3-p02-h04-gr12217,1,0,0.0000
residencia_grupo,e3-p02-h04-gr12756,1,0,0.0000
residencia_grupo,e3-p02-h04-gr13513,1,0,0.0000
residencia_grupo,e3-p02-h04-gr13910,1,0,0.0000
residencia_grupo,e3-p02-h04-gr14937,1,0,0.0000
residencia_grupo,e3-p02-h04-gr15136,1,0,0.0000
residencia_grupo,e3-p02-h04-gr15443,1,0,0.0000
residencia_grupo,e3-p02-h04-gr15618,1,0,0.0000
residencia_grupo,e3-p02-h04-gr17341,1,1,100.0000
residencia_grupo,e3-p02-h04-gr17879,1,1,100.0000
residencia_grupo,e3-p02-h04-gr18049,1,0,0.0000
residencia_grupo,e3-p02-h04-gr19246,1,0,0.0000
residencia_grupo,e3-p02-h04-gr19353,1,0,0.0000
residencia_grupo,e3-p02-h05-gr00167,1,0,0.0000
residencia_grupo,e3-p02-h05-gr00777,1,0,0.0000
residencia_grupo,e3-p02-h05-gr01135,1,0,0.0000
residencia_grupo,e3-p02-h05-gr01464,1,0,0.0000
residencia_grupo,e3-p02-h05-gr03199,1,0,0.0000
residencia_grupo,e3-p02-h05-gr03783,1,0,0.0000
residencia_grupo,e3-p02-h05-gr04060,1,0,0.0000
residencia_grupo,e3-p02-h05-gr04300,1,0,0.0000
residencia_grupo,e3-p02-h05-gr05026,1,0,0.0000
residencia_grupo,e3-p02-h05-gr05264,1,0,0.0000
residencia_grupo,e3-p02-h05-gr05956,1,1,100.0000
residencia_grupo,e3-p02-h05-gr07878,1,0,0.0000
residencia_grupo,e3-p02-h05-gr08268,1,1,100.0000
residencia_grupo,e3-p02-h05-gr08764,1,0,0.0000
residencia_grupo,e3-p02-h05-gr09664,1,1,100.0000
residencia_grupo,e3-p02-h05-gr09791,1,0,0.0000
residencia_grupo,e3-p02-h05-gr11136,1,0,0.0000
residencia_grupo,e3-p02-h05-gr11830,1,1,100.0000
residencia_grupo,e3-p02-h05-gr11873,1,0,0.0000
residencia_grupo,e3-p02-h05-gr11947,1,0,0.0000
residencia_grupo,e3-p02-h05-gr12650,1,0,0.0000
residencia_grupo,e3-p02-h05-gr12992,1,0,0.0000
residencia_grupo,e3-p02-h05-gr13466,1,0,0.0000
residencia_grupo,e3-p02-h05-gr13785,1,0,0.0000
residencia_grupo,e3-p02-h05-gr13923,1,0,0.0000
residencia_grupo,e3-p02-h05-gr14601,1,0,0.0000
residencia_grupo,e3-p02-h05-gr14953,1,1,100.0000
residencia_grupo,e3-p02-h05-gr15031,1,1,100.0000
residencia_grupo,e3-p02-h05-gr15106,1,0,0.0000
residencia_grupo,e3-p02-h05-gr15155,1,1,100.0000
residencia_grupo,e3-p02-h05-gr15700,1,0,0.0000
residencia_grupo,e3-p02-h05-gr16779,1,0,0.0000
residencia_grupo,e3-p02-h05-gr17217,1,0,0.0000
residencia_grupo,e3-p02-h05-gr17555,1,1,100.0000
residencia_grupo,e3-p02-h05-gr18217,1,0,0.0000
residencia_grupo,e3-p02-h05-gr18416,1,1,100.0000
residencia_grupo,e3-p02-h05-gr18512,1,0,0.0000
residencia_grupo,e3-p02-h05-gr18950,1,0,0.0000
residencia_grupo,e3-p02-h05-gr19573,1,0,0.0000
residencia_grupo,e3-p02-h06-gr00858,1,0,0.0000
residencia_grupo,e3-p02-h06-gr00928,1,0,0.0000
residencia_grupo,e3-p02-h06-gr01674,1,1,100.0000
residencia_grupo,e3-p02-h06-gr02915,1,0,0.0000
residencia_grupo,e3-p02-h06-gr03286,1,1,100.0000
residencia_grupo,e3-p02-h06-gr03500,1,0,0.0000
residencia_grupo,e3-p02-h06-gr04491,1,1,100.0000
residencia_grupo,e3-p02-h06-gr04743,1,0,0.0000
residencia_grupo,e3-p02-h06-gr04849,1,0,0.0000
residencia_grupo,e3-p02-h06-gr06044,1,0,0.0000
residencia_grupo,e3-p02-h06-gr06694,1,0,0.0000
residencia_grupo,e3-p02-h06-gr06711,1,1,100.0000
residencia_grupo,e3-p02-h06-gr07787,1,0,0.0000
residencia_grupo,e3-p02-h06-gr08353,1,0,0.0000
residencia_grupo,e3-p02-h06-gr11732,1,1,100.0000
residencia_grupo,e3-p02-h06-gr12488,1,1,100.0000
residencia_grupo,e3-p02-h06-gr12544,1,0,0.0000
residencia_grupo,e3-p02-h06-gr12706,1,0,0.0000
residencia_grupo,e3-p02-h06-gr12822,1,1,100.0000
residencia_grupo,e3-p02-h06-gr13464,1,0,0.0000
residencia_grupo,e3-p02-h06-gr13470,1,0,0.0000
residencia_grupo,e3-p02-h06-gr13674,1,1,100.0000
residencia_grupo,e3-p02-h06-gr13709,1,0,0.0000
residencia_grupo,e3-p02-h06-gr13782,1,1,100.0000
residencia_grupo,e3-p02-h06-gr13840,1,0,0.0000
residencia_grupo,e3-p02-h06-gr14463,1,1,100.0000
residencia_grupo,e3-p02-h06-gr14767,1,0,0.0000
residencia_grupo,e3-p02-h06-gr15224,1,0,0.0000
residencia_grupo,e3-p02-h06-gr15414,1,0,0.0000
residencia_grupo,e3-p02-h06-gr16310,1,0,0.0000
residencia_grupo,e3-p02-h06-gr16926,1,0,0.0000
residencia_grupo,e3-p02-h06-gr17672,1,1,100.0000
residencia_grupo,e3-p02-h06-gr17893,1,0,0.0000
residencia_grupo,e3-p02-h06-gr18059,1,0,0.0000
residencia_grupo,e3-p02-h06-gr18073,1,0,0.0000
residencia_grupo,e3-p02-h06-gr18849,1,0,0.0000
residencia_grupo,e3-p02-h06-gr18872,1,1,100.0000
residencia_grupo,e3-p02-h06-gr19234,1,1,100.0000
residencia_grupo,e3-p02-h07-gr00569,1,0,0.0000
residencia_grupo,e3-p02-h07-gr01073,1,0,0.0000
residencia_grupo,e3-p02-h07-gr01707,1,0,0.0000
residencia_grupo,e3-p02-h07-gr01739,1,0,0.0000
residencia_grupo,e3-p02-h07-gr02219,1,0,0.0000
residencia_grupo,e3-p02-h07-gr02738,1,0,0.0000
residencia_grupo,e3-p02-h07-gr02755,1,0,0.0000
residencia_grupo,e3-p02-h07-gr03910,1,0,0.0000
residencia_grupo,e3-p02-h07-gr04289,1,0,0.0000
residencia_grupo,e3-p02-h07-gr04693,1,0,0.0000
residencia_grupo,e3-p02-h07-gr04792,1,0,0.0000
residencia_grupo,e3-p02-h07-gr05483,1,0,0.0000
residencia_grupo,e3-p02-h07-gr05624,1,1,100.0000
residencia_grupo,e3-p02-h07-gr06068,1,1,100.0000
residencia_grupo,e3-p02-h07-gr06106,1,0,0.0000
residencia_grupo,e3-p02-h07-gr06452,1,0,0.0000
residencia_grupo,e3-p02-h07-gr07682,1,1,100.0000
residencia_grupo,e3-p02-h07-gr09379,1,0,0.0000
residencia_grupo,e3-p02-h07-gr10255,1,0,0.0000
residencia_grupo,e3-p02-h07-gr10649,1,0,0.0000
residencia_grupo,e3-p02-h07-gr10767,1,0,0.0000
residencia_grupo,e3-p02-h07-gr11474,1,0,0.0000
residencia_grupo,e3-p02-h07-gr11917,1,1,100.0000
residencia_grupo,e3-p02-h07-gr13050,1,0,0.0000
residencia_grupo,e3-p02-h07-gr13058,1,0,0.0000
residencia_grupo,e3-p02-h07-gr13802,1,0,0.0000
residencia_grupo,e3-p02-h07-gr13933,1,0,0.0000
residencia_grupo,e3-p02-h07-gr14272,1,1,100.0000
residencia_grupo,e3-p02-h07-gr14326,1,0,0.0000
residencia_grupo,e3-p02-h07-gr14930,1,1,100.0000
residencia_grupo,e3-p02-h07-gr15310,1,0,0.0000
residencia_grupo,e3-p02-h07-gr15713,1,1,100.0000
residencia_grupo,e3-p02-h07-gr15956,1,0,0.0000
residencia_grupo,e3-p02-h07-gr16039,1,1,100.0000
residencia_grupo,e3-p02-h07-gr16232,1,0,0.0000
residencia_grupo,e3-p02-h07-gr16945,1,0,0.0000
residencia_grupo,e3-p02-h07-gr18551,1,1,100.0000
residencia_grupo,e3-p02-h07-gr18652,1,1,100.0000
residencia_grupo,e3-p02-h07-gr18665,1,0,0.0000
residencia_grupo,e3-p02-h07-gr18744,1,0,0.0000
residencia_grupo,e3-p02-h07-gr18891,1,1,100.0000
residencia_grupo,e3-p02-h07-gr19278,1,1,100.0000
residencia_grupo,e3-p02-h07-gr19551,1,0,0.0000
residencia_grupo,e3-p02-h07-gr19594,1,1,100.0000
residencia_grupo,e3-p02-h08-gr00455,1,1,100.0000
residencia_grupo,e3-p02-h08-gr02371,1,0,0.0000
residencia_grupo,e3-p02-h08-gr02574,1,0,0.0000
residencia_grupo,e3-p02-h08-gr02633,1,0,0.0000
residencia_grupo,e3-p02-h08-gr04747,1,0,0.0000
residencia_grupo,e3-p02-h08-gr05304,1,0,0.0000
residencia_grupo,e3-p02-h08-gr05557,1,0,0.0000
residencia_grupo,e3-p02-h08-gr05572,1,0,0.0000
residencia_grupo,e3-p02-h08-gr05902,1,1,100.0000
residencia_grupo,e3-p02-h08-gr07033,1,0,0.0000
residencia_grupo,e3-p02-h08-gr07570,1,1,100.0000
residencia_grupo,e3-p02-h08-gr08335,1,1,100.0000
residencia_grupo,e3-p02-h08-gr08336,1,0,0.0000
residencia_grupo,e3-p02-h08-gr09180,1,0,0.0000
residencia_grupo,e3-p02-h08-gr09385,1,1,100.0000
residencia_grupo,e3-p02-h08-gr10228,1,0,0.0000
residencia_grupo,e3-p02-h08-gr10419,1,0,0.0000
residencia_grupo,e3-p02-h08-gr11533,1,1,100.0000
residencia_grupo,e3-p02-h08-gr11861,1,0,0.0000
residencia_grupo,e3-p02-h08-gr12581,1,0,0.0000
residencia_grupo,e3-p02-h08-gr13268,1,0,0.0000
residencia_grupo,e3-p02-h08-gr13290,1,0,0.0000
residencia_grupo,e3-p02-h08-gr14216,1,1,100.0000
residencia_grupo,e3-p02-h08-gr14778,1,0,0.0000
residencia_grupo,e3-p02-h08-gr15335,1,0,0.0000
residencia_grupo,e3-p02-h08-gr15920,1,0,0.0000
residencia_grupo,e3-p02-h08-gr15928,1,1,100.0000
residencia_grupo,e3-p02-h08-gr15996,1,0,0.0000
residencia_grupo,e3-p02-h08-gr16437,1,0,0.0000
residencia_grupo,e3-p02-h08-gr16748,1,0,0.0000
residencia_grupo,e3-p02-h08-gr17357,1,1,100.0000
residencia_grupo,e3-p02-h08-gr17402,1,1,100.0000
residencia_grupo,e3-p02-h08-gr17559,1,0,0.0000
residencia_grupo,e3-p02-h08-gr18014,1,0,0.0000
residencia_grupo,e3-p02-h08-gr18466,1,0,0.0000
residencia_grupo,e3-p02-h08-gr18820,1,0,0.0000
residencia_grupo,e3-p02-h08-gr19096,1,0,0.0000
residencia_grupo,e3-p02-h08-gr19316,1,1,100.0000
residencia_grupo,e3-p02-h08-gr19458,1,0,0.0000
residencia_grupo,e3-p02-h09-gr00300,1,0,0.0000
residencia_grupo,e3-p02-h09-gr00533,1,0,0.0000
residencia_grupo,e3-p02-h09-gr00649,1,0,0.0000
residencia_grupo,e3-p02-h09-gr01035,1,1,100.0000
residencia_grupo,e3-p02-h09-gr01079,1,0,0.0000
residencia_grupo,e3-p02-h09-gr01138,1,0,0.0000
residencia_grupo,e3-p02-h09-gr01202,1,1,100.0000
residencia_grupo,e3-p02-h09-gr01250,1,0,0.0000
residencia_grupo,e3-p02-h09-gr01541,1,0,0.0000
residencia_grupo,e3-p02-h09-gr01600,1,1,100.0000
residencia_grupo,e3-p02-h09-gr02020,1,0,0.0000
residencia_grupo,e3-p02-h09-gr02222,1,0,0.0000
residencia_grupo,e3-p02-h09-gr02416,1,0,0.0000
residencia_grupo,e3-p02-h09-gr05029,1,0,0.0000
residencia_grupo,e3-p02-h09-gr05360,1,1,100.0000
residencia_grupo,e3-p02-h09-gr06288,1,0,0.0000
residencia_grupo,e3-p02-h09-gr06560,1,0,0.0000
residencia_grupo,e3-p02-h09-gr06836,1,1,100.0000
residencia_grupo,e3-p02-h09-gr08917,1,0,0.0000
residencia_grupo,e3-p02-h09-gr09438,1,0,0.0000
residencia_grupo,e3-p02-h09-gr09472,1,0,0.0000
residencia_grupo,e3-p02-h09-gr09713,1,0,0.0000
residencia_grupo,e3-p02-h09-gr10198,1,0,0.0000
residencia_grupo,e3-p02-h09-gr10647,1,0,0.0000
residencia_grupo,e3-p02-h09-gr12875,1,1,100.0000
residencia_grupo,e3-p02-h09-gr13145,1,0,0.0000
residencia_grupo,e3-p02-h09-gr13578,1,0,0.0000
residencia_grupo,e3-p02-h09-gr14812,1,0,0.0000
residencia_grupo,e3-p02-h09-gr14888,1,0,0.0000
residencia_grupo,e3-p02-h09-gr14925,1,0,0.0000
residencia_grupo,e3-p02-h09-gr15131,1,0,0.0000
residencia_grupo,e3-p02-h09-gr15230,1,0,0.0000
residencia_grupo,e3-p02-h09-gr15233,1,0,0.0000
residencia_grupo,e3-p02-h09-gr15333,1,1,100.0000
residencia_grupo,e3-p02-h09-gr15967,1,0,0.0000
residencia_grupo,e3-p02-h09-gr16161,1,1,100.0000
residencia_grupo,e3-p02-h09-gr16936,1,0,0.0000
residencia_grupo,e3-p02-h09-gr17927,1,1,100.0000
residencia_grupo,e3-p02-h09-gr18496,1,0,0.0000
residencia_grupo,e3-p02-h09-gr19089,1,1,100.0000
residencia_grupo,e3-p02-h09-gr19176,1,1,100.0000
residencia_grupo,e3-p02-h10-gr00755,1,0,0.0000
residencia_grupo,e3-p02-h10-gr01770,1,0,0.0000
residencia_grupo,e3-p02-h10-gr02058,1,0,0.0000
residencia_grupo,e3-p02-h10-gr02083,1,0,0.0000
residencia_grupo,e3-p02-h10-gr02649,1,0,0.0000
residencia_grupo,e3-p02-h10-gr03079,1,1,100.0000
residencia_grupo,e3-p02-h10-gr03141,1,1,100.0000
residencia_grupo,e3-p02-h10-gr03760,1,0,0.0000
residencia_grupo,e3-p02-h10-gr04356,1,1,100.0000
residencia_grupo,e3-p02-h10-gr04460,1,0,0.0000
residencia_grupo,e3-p02-h10-gr04527,1,0,0.0000
residencia_grupo,e3-p02-h10-gr04794,1,1,100.0000
residencia_grupo,e3-p02-h10-gr04965,1,0,0.0000
residencia_grupo,e3-p02-h10-gr05248,1,0,0.0000
residencia_grupo,e3-p02-h10-gr06687,1,0,0.0000
residencia_grupo,e3-p02-h10-gr07638,1,0,0.0000
residencia_grupo,e3-p02-h10-gr07939,1,0,0.0000
residencia_grupo,e3-p02-h10-gr08178,1,0,0.0000
residencia_grupo,e3-p02-h10-gr09024,1,0,0.0000
residencia_grupo,e3-p02-h10-gr09972,1,0,0.0000
residencia_grupo,e3-p02-h10-gr11791,1,0,0.0000
residencia_grupo,e3-p02-h10-gr12963,1,0,0.0000
residencia_grupo,e3-p02-h10-gr13306,1,1,100.0000
residencia_grupo,e3-p02-h10-gr13443,1,0,0.0000
residencia_grupo,e3-p02-h10-gr13682,1,1,100.0000
residencia_grupo,e3-p02-h10-gr14019,1,0,0.0000
residencia_grupo,e3-p02-h10-gr14105,1,0,0.0000
residencia_grupo,e3-p02-h10-gr14469,1,1,100.0000
residencia_grupo,e3-p02-h10-gr14783,1,0,0.0000
residencia_grupo,e3-p02-h10-gr15369,1,0,0.0000
residencia_grupo,e3-p02-h10-gr16107,1,1,100.0000
residencia_grupo,e3-p02-h10-gr16715,1,0,0.0000
residencia_grupo,e3-p02-h10-gr16902,1,1,100.0000
residencia_grupo,e3-p02-h10-gr16997,1,0,0.0000
residencia_grupo,e3-p02-h10-gr18405,1,1,100.0000
residencia_grupo,e3-p02-h10-gr18704,1,0,0.0000
residencia_grupo,e3-p02-h10-gr19668,1,0,0.0000
residencia_grupo,e3-p02-h11-gr00263,1,0,0.0000
residencia_grupo,e3-p02-h11-gr00300,1,0,0.0000
residencia_grupo,e3-p02-h11-gr00665,1,0,0.0000
residencia_grupo,e3-p02-h11-gr00771,1,0,0.0000
residencia_grupo,e3-p02-h11-gr01751,1,1,100.0000
residencia_grupo,e3-p02-h11-gr02184,1,1,100.0000
residencia_grupo,e3-p02-h11-gr04322,1,0,0.0000
residencia_grupo,e3-p02-h11-gr04497,1,0,0.0000
residencia_grupo,e3-p02-h11-gr04502,1,0,0.0000
residencia_grupo,e3-p02-h11-gr04793,1,0,0.0000
residencia_grupo,e3-p02-h11-gr04838,1,0,0.0000
residencia_grupo,e3-p02-h11-gr04971,1,1,100.0000
residencia_grupo,e3-p02-h11-gr05469,1,1,100.0000
residencia_grupo,e3-p02-h11-gr05857,1,0,0.0000
residencia_grupo,e3-p02-h11-gr06006,1,0,0.0000
residencia_grupo,e3-p02-h11-gr06431,1,0,0.0000
residencia_grupo,e3-p02-h11-gr06448,1,0,0.0000
residencia_grupo,e3-p02-h11-gr06713,1,0,0.0000
residencia_grupo,e3-p02-h11-gr06966,1,0,0.0000
residencia_grupo,e3-p02-h11-gr07008,1,0,0.0000
residencia_grupo,e3-p02-h11-gr07085,1,0,0.0000
residencia_grupo,e3-p02-h11-gr07696,1,1,100.0000
residencia_grupo,e3-p02-h11-gr07712,1,0,0.0000
residencia_grupo,e3-p02-h11-gr08079,1,0,0.0000
residencia_grupo,e3-p02-h11-gr08266,1,0,0.0000
residencia_grupo,e3-p02-h11-gr08518,1,0,0.0000
residencia_grupo,e3-p02-h11-gr08777,1,0,0.0000
residencia_grupo,e3-p02-h11-gr09424,1,0,0.0000
residencia_grupo,e3-p02-h11-gr09993,1,0,0.0000
residencia_grupo,e3-p02-h11-gr10518,1,0,0.0000
residencia_grupo,e3-p02-h11-gr10574,1,1,100.0000
residencia_grupo,e3-p02-h11-gr10773,1,1,100.0000
residencia_grupo,e3-p02-h11-gr10917,1,0,0.0000
residencia_grupo,e3-p02-h11-gr11049,1,1,100.0000
residencia_grupo,e3-p02-h11-gr11418,1,0,0.0000
residencia_grupo,e3-p02-h11-gr12657,1,0,0.0000
residencia_grupo,e3-p02-h11-gr13987,1,0,0.0000
residencia_grupo,e3-p02-h11-gr14446,1,0,0.0000
residencia_grupo,e3-p02-h11-gr14934,1,0,0.0000
residencia_grupo,e3-p02-h11-gr15150,1,0,0.0000
residencia_grupo,e3-p02-h11-gr15398,1,1,100.0000
residencia_grupo,e3-p02-h11-gr16691,1,0,0.0000
residencia_grupo,e3-p02-h11-gr16777,1,0,0.0000
residencia_grupo,e3-p02-h11-gr16978,1,0,0.0000
residencia_grupo,e3-p02-h11-gr17746,1,1,100.0000
residencia_grupo,e3-p02-h11-gr18526,1,0,0.0000
residencia_grupo,e3-p02-h11-gr18817,1,1,100.0000
residencia_grupo,e3-p02-h11-gr19112,1,0,0.0000
residencia_grupo,e3-p02-h11-gr19462,1,0,0.0000
residencia_grupo,e3-p02-h12-gr00408,1,0,0.0000
residencia_grupo,e3-p02-h12-gr00913,1,0,0.0000
residencia_grupo,e3-p02-h12-gr01603,1,1,100.0000
residencia_grupo,e3-p02-h12-gr02088,1,0,0.0000
residencia_grupo,e3-p02-h12-gr03534,1,0,0.0000
residencia_grupo,e3-p02-h12-gr04723,1,1,100.0000
residencia_grupo,e3-p02-h12-gr07159,1,0,0.0000
residencia_grupo,e3-p02-h12-gr07287,1,0,0.0000
residencia_grupo,e3-p02-h12-gr07375,1,1,100.0000
residencia_grupo,e3-p02-h12-gr08625,1,0,0.0000
residencia_grupo,e3-p02-h12-gr08790,1,1,100.0000
residencia_grupo,e3-p02-h12-gr09026,1,0,0.0000
residencia_grupo,e3-p02-h12-gr09229,1,1,100.0000
residencia_grupo,e3-p02-h12-gr10207,1,0,0.0000
residencia_grupo,e3-p02-h12-gr10306,1,0,0.0000
residencia_grupo,e3-p02-h12-gr10525,1,0,0.0000
residencia_grupo,e3-p02-h12-gr12087,1,0,0.0000
residencia_grupo,e3-p02-h12-gr12797,1,0,0.0000
residencia_grupo,e3-p02-h12-gr12931,1,0,0.0000
residencia_grupo,e3-p02-h12-gr13397,1,0,0.0000
residencia_grupo,e3-p02-h12-gr13856,1,0,0.0000
residencia_grupo,e3-p02-h12-gr14162,1,0,0.0000
residencia_grupo,e3-p02-h12-gr14461,1,1,100.0000
residencia_grupo,e3-p02-h12-gr14521,1,0,0.0000
residencia_grupo,e3-p02-h12-gr15664,1,0,0.0000
residencia_grupo,e3-p02-h12-gr15934,1,0,0.0000
residencia_grupo,e3-p02-h12-gr17001,1,0,0.0000
residencia_grupo,e3-p02-h12-gr17741,1,0,0.0000
residencia_grupo,e3-p02-h12-gr18213,1,1,100.0000
residencia_grupo,e3-p02-h12-gr19607,1,0,0.0000
residencia_grupo,e3-p02-h13-gr00263,1,0,0.0000
residencia_grupo,e3-p02-h13-gr00386,1,0,0.0000
residencia_grupo,e3-p02-h13-gr00709,1,0,0.0000
residencia_grupo,e3-p02-h13-gr01905,1,0,0.0000
residencia_grupo,e3-p02-h13-gr02630,1,0,0.0000
residencia_grupo,e3-p02-h13-gr03983,1,1,100.0000
residencia_grupo,e3-p02-h13-gr04654,1,0,0.0000
residencia_grupo,e3-p02-h13-gr04698,1,0,0.0000
residencia_grupo,e3-p02-h13-gr04755,1,1,100.0000
residencia_grupo,e3-p02-h13-gr05186,1,0,0.0000
residencia_grupo,e3-p02-h13-gr06374,1,0,0.0000
residencia_grupo,e3-p02-h13-gr07223,1,0,0.0000
residencia_grupo,e3-p02-h13-gr08000,1,0,0.0000
residencia_grupo,e3-p02-h13-gr08108,1,0,0.0000
residencia_grupo,e3-p02-h13-gr08469,1,1,100.0000
residencia_grupo,e3-p02-h13-gr09435,1,0,0.0000
residencia_grupo,e3-p02-h13-gr09545,1,0,0.0000
residencia_grupo,e3-p02-h13-gr10624,1,1,100.0000
residencia_grupo,e3-p02-h13-gr11080,1,0,0.0000
residencia_grupo,e3-p02-h13-gr11531,1,0,0.0000
residencia_grupo,e3-p02-h13-gr12144,1,0,0.0000
residencia_grupo,e3-p02-h13-gr12249,1,0,0.0000
residencia_grupo,e3-p02-h13-gr12445,1,0,0.0000
residencia_grupo,e3-p02-h13-gr12484,1,0,0.0000
residencia_grupo,e3-p02-h13-gr12733,1,0,0.0000
residencia_grupo,e3-p02-h13-gr13032,1,1,100.0000
residencia_grupo,e3-p02-h13-gr13454,1,0,0.0000
residencia_grupo,e3-p02-h13-gr13945,1,1,100.0000
residencia_grupo,e3-p02-h13-gr14643,1,0,0.0000
residencia_grupo,e3-p02-h13-gr14846,1,1,100.0000
residencia_grupo,e3-p02-h13-gr16075,1,1,100.0000
residencia_grupo,e3-p02-h13-gr16463,1,0,0.0000
residencia_grupo,e3-p02-h13-gr17199,1,0,0.0000
residencia_grupo,e3-p02-h13-gr17324,1,0,0.0000
residencia_grupo,e3-p02-h13-gr17485,1,0,0.0000
residencia_grupo,e3-p02-h13-gr17493,1,0,0.0000
residencia_grupo,e3-p02-h13-gr18575,1,1,100.0000
residencia_grupo,e3-p02-h14-gr01165,1,1,100.0000
residencia_grupo,e3-p02-h14-gr01998,1,0,0.0000
residencia_grupo,e3-p02-h14-gr03228,1,0,0.0000
residencia_grupo,e3-p02-h14-gr03829,1,1,100.0000
residencia_grupo,e3-p02-h14-gr04235,1,0,0.0000
residencia_grupo,e3-p02-h14-gr04829,1,0,0.0000
residencia_grupo,e3-p02-h14-gr04834,1,1,100.0000
residencia_grupo,e3-p02-h14-gr06268,1,0,0.0000
residencia_grupo,e3-p02-h14-gr06658,1,0,0.0000
residencia_grupo,e3-p02-h14-gr07178,1,0,0.0000
residencia_grupo,e3-p02-h14-gr07327,1,0,0.0000
residencia_grupo,e3-p02-h14-gr08487,1,0,0.0000
residencia_grupo,e3-p02-h14-gr08499,1,0,0.0000
residencia_grupo,e3-p02-h14-gr09892,1,1,100.0000
residencia_grupo,e3-p02-h14-gr10939,1,0,0.0000
residencia_grupo,e3-p02-h14-gr11064,1,0,0.0000
residencia_grupo,e3-p02-h14-gr12487,1,1,100.0000
residencia_grupo,e3-p02-h14-gr12794,1,0,0.0000
residencia_grupo,e3-p02-h14-gr13107,1,0,0.0000
residencia_grupo,e3-p02-h14-gr13365,1,0,0.0000
residencia_grupo,e3-p02-h14-gr13583,1,0,0.0000
residencia_grupo,e3-p02-h14-gr15305,1,0,0.0000
residencia_grupo,e3-p02-h14-gr16468,1,0,0.0000
residencia_grupo,e3-p02-h14-gr16910,1,0,0.0000
residencia_grupo,e3-p02-h14-gr17082,1,0,0.0000
residencia_grupo,e3-p02-h14-gr17343,1,0,0.0000
residencia_grupo,e3-p02-h14-gr18032,1,1,100.0000
residencia_grupo,e3-p02-h14-gr18609,1,0,0.0000
residencia_grupo,e3-p02-h14-gr19557,1,0,0.0000
residencia_grupo,e3-p02-h14-gr19559,1,1,100.0000
residencia_grupo,e3-p02-h15-gr00014,1,0,0.0000
residencia_grupo,e3-p02-h15-gr00195,1,1,100.0000
residencia_grupo,e3-p02-h15-gr00258,1,0,0.0000
residencia_grupo,e3-p02-h15-gr00785,1,0,0.0000
residencia_grupo,e3-p02-h15-gr01088,1,0,0.0000
residencia_grupo,e3-p02-h15-gr01289,1,1,100.0000
residencia_grupo,e3-p02-h15-gr01302,1,0,0.0000
residencia_grupo,e3-p02-h15-gr01587,1,0,0.0000
residencia_grupo,e3-p02-h15-gr01677,1,0,0.0000
residencia_grupo,e3-p02-h15-gr01953,1,0,0.0000
residencia_grupo,e3-p02-h15-gr02256,1,1,100.0000
residencia_grupo,e3-p02-h15-gr03514,1,0,0.0000
residencia_grupo,e3-p02-h15-gr03977,1,0,0.0000
residencia_grupo,e3-p02-h15-gr04099,1,1,100.0000
residencia_grupo,e3-p02-h15-gr04303,1,0,0.0000
residencia_grupo,e3-p02-h15-gr04927,1,0,0.0000
residencia_grupo,e3-p02-h15-gr05841,1,1,100.0000
residencia_grupo,e3-p02-h15-gr06246,1,0,0.0000
residencia_grupo,e3-p02-h15-gr06635,1,0,0.0000
residencia_grupo,e3-p02-h15-gr07409,1,0,0.0000
residencia_grupo,e3-p02-h15-gr10449,1,0,0.0000
residencia_grupo,e3-p02-h15-gr11037,1,1,100.0000
residencia_grupo,e3-p02-h15-gr11444,1,1,100.0000
residencia_grupo,e3-p02-h15-gr11518,1,0,0.0000
residencia_grupo,e3-p02-h15-gr12849,1,1,100.0000
residencia_grupo,e3-p02-h15-gr13017,1,0,0.0000
residencia_grupo,e3-p02-h15-gr13326,1,1,100.0000
residencia_grupo,e3-p02-h15-gr14721,1,0,0.0000
residencia_grupo,e3-p02-h15-gr14969,1,1,100.0000
residencia_grupo,e3-p02-h15-gr16362,1,0,0.0000
residencia_grupo,e3-p02-h15-gr16642,1,0,0.0000
residencia_grupo,e3-p02-h15-gr16692,1,0,0.0000
residencia_grupo,e3-p02-h15-gr16816,1,1,100.0000
residencia_grupo,e3-p02-h15-gr17440,1,0,0.0000
residencia_grupo,e3-p02-h15-gr17889,1,0,0.0000
residencia_grupo,e3-p02-h15-gr19092,1,0,0.0000
residencia_grupo,e3-p02-h15-gr19579,1,0,0.0000
residencia_grupo,e3-p02-h16-gr00118,1,0,0.0000
residencia_grupo,e3-p02-h16-gr00715,1,0,0.0000
residencia_grupo,e3-p02-h16-gr00751,1,0,0.0000
residencia_grupo,e3-p02-h16-gr01267,1,0,0.0000
